AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
National,,All,2022-23,52,7.2,6.8,,9.2,12.4,995,"5,429","3,671","8,734","70,168",> 100%
National,,All,2022-23,1,7.3,6.8,,9.3,12.7,886,"5,518","3,871","8,778","68,969",> 100%
National,,All,2022-23,2,7.3,6.9,,8.8,12.1,628,"5,189","3,688","8,057","66,346",> 100%
National,,All,2022-23,3,7.4,6.9,,8.4,11.5,388,"5,014","3,258","7,356","64,168",> 100%
National,,All,2022-23,4,7.4,7,,7.8,10.7,273,"4,605","2,914","6,688","62,450",> 100%
National,,All,2022-23,5,7.4,7,,7.4,10,145,"4,476","2,642","6,291","62,739",> 100%
National,,All,2022-23,6,7.4,7,,7.1,9.4,114,"4,369","2,347","5,930","62,858",> 100%
National,,All,2022-23,7,7.4,7,,6.8,9,118,"4,108","2,101","5,546","61,742",> 100%
National,,All,2022-23,8,7.4,7,,6.8,8.9,77,"4,137","2,153","5,543","62,044",> 100%
National,,All,2022-23,9,7.4,6.9,,6.6,8.7,66,"4,005","2,000","5,336","61,319",> 100%
National,,All,2022-23,10,7.3,6.9,,6.6,8.5,54,"3,938","1,849","5,170","60,709",> 100%
National,,All,2022-23,11,7.3,6.8,,6.4,8.3,55,"3,842","1,761","5,065","61,001",> 100%
National,,All,2022-23,12,7.2,6.7,,6.5,8.3,53,"3,918","1,668","5,034","60,733",> 100%
National,,All,2022-23,13,7.1,6.7,,6.2,7.7,45,"3,673","1,449","4,640","60,101",> 100%
National,,All,2022-23,14,7,6.6,,6.3,7.8,46,"3,679","1,373","4,608","59,014",> 100%
National,,All,2022-23,15,6.9,6.5,,6.1,7.4,42,"3,591","1,217","4,420","59,610",> 100%
National,,All,2022-23,16,6.8,6.4,,6.4,7.7,34,"3,720","1,197","4,511","58,398",> 100%
National,,All,2022-23,17,6.7,6.2,,6.2,7.3,41,"3,512","1,027","4,196","57,746",> 100%
National,,All,2022-23,18,6.6,6.1,,5.8,6.9,36,"3,353",946,"3,990","58,017",> 100%
National,,All,2022-23,19,6.4,6,,5.9,6.8,37,"3,366",838,"3,936","57,790",> 100%
National,,All,2022-23,20,6.3,5.9,,5.8,6.6,33,"3,225",758,"3,726","56,621",> 100%
National,,All,2022-23,21,6.2,5.8,,5.9,6.7,34,"3,252",742,"3,747","55,741",> 100%
National,,All,2022-23,22,6.1,5.7,,5.6,6.5,41,"3,160",693,"3,664","56,800",> 100%
National,,All,2022-23,23,6,5.6,,5.7,6.4,29,"3,180",633,"3,627","56,279",> 100%
National,,All,2022-23,24,5.9,5.5,,5.3,6,29,"2,956",612,"3,378","56,301",> 100%
National,,All,2022-23,25,5.8,5.4,,5.6,6.3,29,"3,102",583,"3,490","55,804",> 100%
National,,All,2022-23,26,5.7,5.3,,5.2,5.8,23,"2,870",542,"3,253","55,720",> 100%
National,,All,2022-23,27,5.7,5.2,,5.3,5.9,33,"2,938",492,"3,281","55,972",> 100%
National,,All,2022-23,28,5.6,5.2,,5.2,5.8,22,"2,871",510,"3,221","55,606",> 100%
National,,All,2022-23,29,5.6,5.1,,5,5.7,16,"2,774",540,"3,156","55,728",> 100%
National,,All,2022-23,30,5.5,5.1,,5.1,5.7,12,"2,837",553,"3,196","55,688",> 100%
National,,All,2022-23,31,5.5,5.1,,5.3,6,28,"2,930",673,"3,367","56,100",> 100%
National,,All,2022-23,32,5.5,5.1,,5.3,6.1,19,"2,963",751,"3,448","56,648",> 100%
National,,All,2022-23,33,5.5,5.1,,5.4,6.4,22,"3,043",921,"3,628","56,623",> 100%
National,,All,2022-23,34,5.6,5.1,,5.6,6.7,22,"3,118","1,067","3,794","56,448",> 100%
National,,All,2022-23,35,5.6,5.2,,5.6,6.9,19,"3,144","1,187","3,871","56,202",> 100%
National,,All,2022-23,36,5.6,5.2,,5.9,7.2,33,"3,336","1,313","4,146","57,228",> 100%
National,,All,2022-23,37,5.7,5.3,,6.1,7.6,38,"3,415","1,410","4,298","56,678",> 100%
National,,All,2022-23,38,5.8,5.4,,5.8,7.3,27,"3,292","1,418","4,174","56,931",> 100%
National,,All,2022-23,39,5.9,5.5,,6.1,7.6,33,"3,447","1,456","4,356","57,241",> 100%
National,,All,2021-22,40,5.9,5.4,,14.2,20.6,20,"9,741","11,180","14,178","68,969",> 100%
National,,All,2021-22,41,6,5.5,,13.1,19.1,11,"8,853","9,878","12,866","67,422",> 100%
National,,All,2021-22,42,6.1,5.6,,12.4,17.8,15,"8,253","8,941","11,899","66,923",> 100%
National,,All,2021-22,43,6.2,5.8,,11.8,16.6,14,"7,788","7,960","11,034","66,321",> 100%
National,,All,2021-22,44,6.3,5.9,,11,15.6,7,"7,303","7,287","10,383","66,494",> 100%
National,,All,2021-22,45,6.4,6,,10.7,15.3,26,"7,204","7,159","10,274","67,323",> 100%
National,,All,2021-22,46,6.5,6.1,,11,15.7,16,"7,324","7,310","10,500","66,813",> 100%
National,,All,2021-22,47,6.7,6.2,,11.2,16.4,19,"7,590","7,886","11,100","67,820",> 100%
National,,All,2021-22,48,6.8,6.3,,11.9,17.4,37,"8,324","8,781","12,154","70,021",> 100%
National,,All,2021-22,49,6.9,6.4,,12.6,18.4,56,"8,985","9,734","13,211","71,984",> 100%
National,,All,2021-22,50,7,6.5,,13.2,19.2,58,"9,304","10,250","13,652","71,176",> 100%
National,,All,2021-22,51,7.1,6.6,,13.2,19.4,86,"9,418","10,457","14,022","72,134",> 100%
National,,All,2021-22,52,7.1,6.7,,13.7,20.8,152,"10,052","11,678","15,413","74,257",> 100%
National,,All,2021-22,1,7.2,6.8,,15.1,23.9,188,"11,816","15,127","19,053","79,681",> 100%
National,,All,2021-22,2,7.3,6.8,,16.1,26.8,141,"13,529","19,080","22,798","84,956",> 100%
National,,All,2021-22,3,7.3,6.9,,17,29.2,149,"14,398","21,333","24,936","85,537",> 100%
National,,All,2021-22,4,7.3,6.9,,16.9,28.8,93,"14,249","20,968","24,434","84,943",> 100%
National,,All,2021-22,5,7.4,6.9,,16.4,27.3,89,"13,235","18,758","22,183","81,212",> 100%
National,,All,2021-22,6,7.4,6.9,,14.5,23.9,85,"11,092","15,320","18,463","77,139",> 100%
National,,All,2021-22,7,7.3,6.9,,13,20.7,67,"9,152","11,566","14,675","70,910",> 100%
National,,All,2021-22,8,7.3,6.9,,11.2,17.3,65,"7,303","8,292","11,398","66,067",> 100%
National,,All,2021-22,9,7.3,6.8,,9.6,14.2,62,"6,119","6,041","9,133","64,420",> 100%
National,,All,2021-22,10,7.2,6.8,,7.9,11.7,65,"4,834","4,406","7,255","61,811",> 100%
National,,All,2021-22,11,7.1,6.7,,7.4,10.2,64,"4,404","3,129","6,144","60,530",> 100%
National,,All,2021-22,12,7.1,6.6,,6.9,9.3,84,"3,942","2,505","5,434","58,517",> 100%
National,,All,2021-22,13,7,6.6,,6.4,8.4,75,"3,620","1,909","4,851","57,996",> 100%
National,,All,2021-22,14,6.9,6.5,,6,7.7,96,"3,342","1,553","4,435","57,781",> 100%
National,,All,2021-22,15,6.8,6.4,,6.1,7.6,94,"3,415","1,411","4,410","57,777",> 100%
National,,All,2021-22,16,6.7,6.2,,6,7.5,106,"3,310","1,346","4,277","56,658",> 100%
National,,All,2021-22,17,6.6,6.1,,6,7.6,95,"3,321","1,428","4,341","57,278",> 100%
National,,All,2021-22,18,6.4,6,,5.8,7.5,82,"3,258","1,433","4,294","57,450",> 100%
National,,All,2021-22,19,6.3,5.9,,6,8,100,"3,382","1,677","4,606","57,858",> 100%
National,,All,2021-22,20,6.2,5.8,,6.3,8.3,89,"3,512","1,745","4,801","57,595",> 100%
National,,All,2021-22,21,6.1,5.7,,6.1,8.2,84,"3,368","1,949","4,702","57,036",> 100%
National,,All,2021-22,22,6,5.5,,6.3,8.6,83,"3,530","2,008","4,943","57,525",> 100%
National,,All,2021-22,23,5.9,5.4,,6.2,8.6,71,"3,525","2,141","4,989","58,007",> 100%
National,,All,2021-22,24,5.8,5.3,,6.3,8.8,74,"3,566","2,196","5,064","57,702",> 100%
National,,All,2021-22,25,5.7,5.3,,6.1,8.7,35,"3,508","2,330","5,055","58,240",> 100%
National,,All,2021-22,26,5.6,5.2,,6.1,8.8,40,"3,476","2,422","5,082","58,010",> 100%
National,,All,2021-22,27,5.5,5.1,,6.2,9.1,35,"3,590","2,605","5,285","58,112",> 100%
National,,All,2021-22,28,5.5,5,,6.2,9.5,17,"3,593","2,935","5,561","58,396",> 100%
National,,All,2021-22,29,5.4,5,,6.4,10,24,"3,810","3,232","5,985","59,727",> 100%
National,,All,2021-22,30,5.4,5,,6.5,10.3,23,"3,816","3,411","6,060","58,741",> 100%
National,,All,2021-22,31,5.4,5,,6.5,10.2,16,"3,810","3,373","6,049","59,158",> 100%
National,,All,2021-22,32,5.4,5,,6.6,10.2,15,"3,841","3,286","5,956","58,563",> 100%
National,,All,2021-22,33,5.4,5,,6.4,9.9,19,"3,735","3,172","5,793","58,408",> 100%
National,,All,2021-22,34,5.4,5,,6.4,9.7,14,"3,692","3,051","5,679","58,254",> 100%
National,,All,2021-22,35,5.5,5,,6.2,9.5,12,"3,574","2,935","5,494","58,047",> 100%
National,,All,2021-22,36,5.5,5.1,,6.2,9.4,19,"3,611","2,810","5,501","58,661",> 100%
National,,All,2021-22,37,5.6,5.2,,6.2,9.1,17,"3,595","2,520","5,274","58,223",> 100%
National,,All,2021-22,38,5.7,5.2,,6.1,9,20,"3,590","2,550","5,299","58,718",> 100%
National,,All,2021-22,39,5.8,5.3,,6.2,8.8,23,"3,578","2,379","5,141","58,522",> 100%
National,,All,2020-21,40,5.9,5.4,,8.1,11.8,8,"4,829","4,240","7,038","59,712",> 100%
National,,All,2020-21,41,6,5.5,,8.4,12.4,12,"5,186","4,813","7,644","61,672",> 100%
National,,All,2020-21,42,6.1,5.6,,8.7,13.2,16,"5,218","5,195","7,964","60,507",> 100%
National,,All,2020-21,43,6.2,5.7,,9.1,14.3,15,"5,646","5,990","8,898","62,093",> 100%
National,,All,2020-21,44,6.3,5.9,,9.7,15.7,21,"6,145","7,019","9,926","63,327",> 100%
National,,All,2020-21,45,6.4,6,,10.5,17.4,21,"7,090","8,754","11,771","67,473",> 100%
National,,All,2020-21,46,6.5,6.1,,11.8,19.9,20,"8,060","10,644","13,681","68,729",> 100%
National,,All,2020-21,47,6.6,6.2,,13.2,23,30,"9,419","13,343","16,460","71,539",> 100%
National,,All,2020-21,48,6.8,6.3,,14.3,25.4,27,"10,465","15,615","18,590","73,182",> 100%
National,,All,2020-21,49,6.9,6.4,,15.7,28.1,35,"12,071","18,545","21,746","77,275",> 100%
National,,All,2020-21,50,7,6.5,,16.2,29.5,29,"13,269","20,913","24,173","81,861",> 100%
National,,All,2020-21,51,7.1,6.6,,17.3,30.9,32,"14,293","22,313","25,611","82,800",> 100%
National,,All,2020-21,52,7.1,6.7,,17.7,31.7,32,"14,894","23,363","26,693","84,224",> 100%
National,,All,2020-21,53,7.2,6.8,,18.5,32.5,43,"16,037","24,845","28,270","86,858",> 100%
National,,All,2020-21,1,7.3,6.9,,19.4,33.8,32,"16,800","25,974","29,363","86,888",> 100%
National,,All,2020-21,2,7.3,6.9,,19.4,33.3,36,"16,884","25,692","29,070","87,232",> 100%
National,,All,2020-21,3,7.4,6.9,,18.9,32.2,31,"15,777","23,687","26,919","83,539",> 100%
National,,All,2020-21,4,7.4,7,,17.5,29.6,34,"13,832","20,322","23,376","79,051",> 100%
National,,All,2020-21,5,7.4,7,,16.1,26.4,28,"12,257","17,034","20,127","76,350",> 100%
National,,All,2020-21,6,7.4,7,,14.3,23.1,24,"10,202","13,519","16,474","71,387",> 100%
National,,All,2020-21,7,7.4,7,,12.9,20,15,"8,921","10,807","13,879","69,373",> 100%
National,,All,2020-21,8,7.4,6.9,,11.3,17.4,18,"7,520","8,654","11,583","66,619",> 100%
National,,All,2020-21,9,7.3,6.9,,10.4,15.2,26,"6,579","6,731","9,691","63,578",> 100%
National,,All,2020-21,10,7.2,6.8,,9.4,13.7,13,"5,769","5,725","8,480","61,752",> 100%
National,,All,2020-21,11,7.2,6.7,,8.8,12.7,6,"5,306","4,893","7,665","60,245",> 100%
National,,All,2020-21,12,7.1,6.7,,8.4,11.9,17,"5,088","4,461","7,244","60,712",> 100%
National,,All,2020-21,13,7,6.6,,8.2,11.7,17,"4,757","4,197","6,845","58,569",> 100%
National,,All,2020-21,14,6.9,6.5,,8.2,11.6,12,"4,954","4,313","7,046","60,884",> 100%
National,,All,2020-21,15,6.8,6.4,,8.4,11.9,7,"4,952","4,450","7,050","59,020",> 100%
National,,All,2020-21,16,6.7,6.2,,8.5,12.1,15,"5,122","4,600","7,286","60,147",> 100%
National,,All,2020-21,17,6.6,6.1,,8.2,11.4,6,"4,873","4,165","6,823","59,688",> 100%
National,,All,2020-21,18,6.4,6,,8.1,11.3,9,"4,771","4,006","6,634","58,890",> 100%
National,,All,2020-21,19,6.3,5.9,,7.8,10.6,10,"4,529","3,678","6,200","58,334",> 100%
National,,All,2020-21,20,6.2,5.8,,7.4,9.9,9,"4,350","3,238","5,818","58,634",> 100%
National,,All,2020-21,21,6.1,5.7,,7,9.2,5,"4,017","2,770","5,251","57,217",> 100%
National,,All,2020-21,22,6,5.5,,6.8,8.6,8,"3,883","2,347","4,911","57,352",> 100%
National,,All,2020-21,23,5.9,5.4,,6.6,8.2,6,"3,748","2,035","4,674","57,001",> 100%
National,,All,2020-21,24,5.8,5.3,,6.5,7.9,11,"3,691","1,776","4,504","57,106",> 100%
National,,All,2020-21,25,5.7,5.2,,6.1,7.5,8,"3,474","1,635","4,261","56,765",> 100%
National,,All,2020-21,26,5.6,5.2,,5.9,7.1,7,"3,384","1,543","4,104","57,403",> 100%
National,,All,2020-21,27,5.5,5.1,,6.2,7.5,3,"3,554","1,645","4,305","57,051",> 100%
National,,All,2020-21,28,5.5,5,,6.7,8.3,8,"3,833","1,991","4,747","57,061",> 100%
National,,All,2020-21,29,5.4,5,,7.3,9.3,9,"4,229","2,760","5,448","58,323",> 100%
National,,All,2020-21,30,5.4,5,,8.5,11.4,10,"5,094","4,105","6,875","60,182",> 100%
National,,All,2020-21,31,5.4,5,,10.3,14.6,11,"6,534","6,484","9,282","63,602",> 100%
National,,All,2020-21,32,5.4,5,,12.7,18.4,11,"8,489","9,406","12,285","66,880",> 100%
National,,All,2020-21,33,5.4,5,,14.6,21.6,11,"10,163","12,181","15,108","69,810",> 100%
National,,All,2020-21,34,5.4,5,,16,23.8,16,"11,500","14,174","17,132","71,976",> 100%
National,,All,2020-21,35,5.5,5,,16.8,25,32,"12,316","15,493","18,347","73,352",> 100%
National,,All,2020-21,36,5.5,5.1,,16.8,25,15,"12,325","15,418","18,362","73,565",> 100%
National,,All,2020-21,37,5.6,5.2,,16.7,25,17,"12,169","15,211","18,263","73,144",> 100%
National,,All,2020-21,38,5.7,5.2,,16,24.1,18,"11,511","14,347","17,345","72,034",> 100%
National,,All,2020-21,39,5.8,5.3,,15,22.2,19,"10,683","12,830","15,817","71,197",> 100%
National,,All,2019-20,40,6,5.5,,5.2,5.2,17,"2,714",0,"2,731","52,539",> 100%
National,,All,2019-20,41,6.1,5.6,,5.3,5.3,16,"2,782",0,"2,798","53,072",> 100%
National,,All,2019-20,42,6.2,5.7,,5.5,5.5,18,"2,992",0,"3,010","54,314",> 100%
National,,All,2019-20,43,6.3,5.9,,5.6,5.6,30,"2,995",0,"3,025","54,037",> 100%
National,,All,2019-20,44,6.4,6,,5.5,5.5,31,"2,928",0,"2,959","54,067",> 100%
National,,All,2019-20,45,6.5,6.1,,5.6,5.6,31,"3,081",0,"3,112","55,665",> 100%
National,,All,2019-20,46,6.7,6.2,,5.6,5.6,39,"3,106",0,"3,145","55,858",> 100%
National,,All,2019-20,47,6.8,6.3,,5.5,5.5,50,"3,014",0,"3,064","56,161",> 100%
National,,All,2019-20,48,6.9,6.4,,5.5,5.5,66,"2,997",0,"3,063","55,427",> 100%
National,,All,2019-20,49,7,6.6,,6,6,101,"3,329",0,"3,430","57,252",> 100%
National,,All,2019-20,50,7.1,6.7,,6.2,6.2,111,"3,480",0,"3,591","57,626",> 100%
National,,All,2019-20,51,7.2,6.8,,6.1,6.1,129,"3,392",0,"3,521","57,400",> 100%
National,,All,2019-20,52,7.3,6.8,,6.4,6.4,203,"3,539",0,"3,742","58,443",> 100%
National,,All,2019-20,1,7.4,6.9,,7.6,7.6,432,"4,102",0,"4,534","60,028",> 100%
National,,All,2019-20,2,7.4,7,,7.6,7.6,472,"4,137",1,"4,609","60,588",> 100%
National,,All,2019-20,3,7.5,7,,7.6,7.6,465,"4,057",2,"4,522","59,217",> 100%
National,,All,2019-20,4,7.5,7.1,,7.5,7.5,498,"3,905",3,"4,406","59,020",> 100%
National,,All,2019-20,5,7.5,7.1,,7.3,7.3,480,"3,810",0,"4,290","58,701",> 100%
National,,All,2019-20,6,7.5,7.1,,7.3,7.3,519,"3,816",4,"4,338","59,355",> 100%
National,,All,2019-20,7,7.5,7.1,,7.5,7.5,560,"3,839",6,"4,403","58,699",> 100%
National,,All,2019-20,8,7.5,7.1,,7.3,7.3,566,"3,711",6,"4,280","58,771",> 100%
National,,All,2019-20,9,7.5,7,,7.6,7.6,655,"3,837",9,"4,496","59,203",> 100%
National,,All,2019-20,10,7.4,7,,7.7,7.8,634,"3,976",38,"4,628","59,570",> 100%
National,,All,2019-20,11,7.4,6.9,,7.8,7.9,625,"3,971",60,"4,625","58,553",> 100%
National,,All,2019-20,12,7.3,6.8,,8.6,9.2,558,"4,543",586,"5,422","59,096",> 100%
National,,All,2019-20,13,7.2,6.8,,10.5,13.2,445,"6,169","3,211","8,319","62,873",> 100%
National,,All,2019-20,14,7.1,6.7,,14.4,21.5,476,"9,911","10,113","15,486","72,145",> 100%
National,,All,2019-20,15,7,6.6,,15.8,26.8,473,"11,988","16,306","21,178","78,946",> 100%
National,,All,2019-20,16,6.9,6.4,,15.2,27.8,263,"11,405","17,201","21,344","76,697",> 100%
National,,All,2019-20,17,6.8,6.3,,14.2,26.2,143,"10,369","15,525","19,325","73,774",> 100%
National,,All,2019-20,18,6.6,6.2,,13,24.1,66,"8,929","13,199","16,657","69,181",> 100%
National,,All,2019-20,19,6.5,6.1,,11.8,21.5,48,"7,825","11,223","14,370","66,709",> 100%
National,,All,2019-20,20,6.4,6,,10.6,19,22,"6,779","9,229","12,227","64,399",> 100%
National,,All,2019-20,21,6.3,5.8,,9.6,16.5,24,"5,894","7,228","10,161","61,520",> 100%
